SIGNED_HIGHWAY_RDBD_ID,FISCAL_YEAR,RESPONSIBLE_DISTRICT,BEG_REF_MARKER_NBR,BEG_REF_MARKER_DISP,END_REF_MARKER_NBR,END_REF_MARKER_DISP,DISTRESS_SCORE,CONDITION_SCORE,RIDE_SCORE,ACP_PATCHING_PCT,ACP_FAILURE_QTY,ACP_BLOCK_CRACKING_PCT,ACP_ALLIGATOR_CRACKING_PCT,ACP_LONGITUDE_CRACKING_PCT,ACP_TRANSVERSE_CRACKING_QTY,ACP_RAVELING_CODE,ACP_FLUSHING_CODE,ACP_RUT_AUTO_SHALLOW_AVG_PCT,ACP_RUT_AUTO_DEEP_AVG_PCT,ACP_RUT_AUTO_SEVERE_AVG_PCT,ACP_RUT_AUTO_FAILURE_AVG_PCT,IRI_LEFT_SCORE,IRI_RIGHT_SCORE,secionID,COUNTY_NBR,RESPONSIBLE_MAINT_SECT_ID,PMIS_HIGHWAY_SYSTEM,PVMNT_TYPE_BROAD_CODE,CURRENT_18KIP_MEAS,AADT_CURRENT
BS0006RK,2011,17,412,1.3,412,1.5,90,53,2.5,0,0,0,0,76,3,0,0,0,0,0,0,102,246,15,21,2,5,1,13577,18400
BS0006RK,2011,17,412,1.5,412,1.9,93,93,3.4,0,0,0,0,70,2,0,0,0,0,0,0,99,138,16,21,2,5,1,13577,18400
BS0006RK,2011,17,412,1.9,414,0,94,55,2.5,0,0,0,0,38,4,0,0,0,0,0,0,128,222,17,21,2,5,1,17337,21000
BS0006RK,2011,17,414,0,414,0.6,80,76,3.1,0,0,0,0,81,6,0,0,0,0,0,0,102,172,18,21,2,5,1,17337,21000
BS0006RK,2011,17,416,1.4,416,1.5,78,78,3.7,0,0,0,0,61,8,0,0,0,0,0,0,113,88,19,21,2,5,1,19914,37000
BS0006RK,2011,17,416,1.5,418,0,90,90,3.7,0,0,0,2,60,4,0,0,0,0,0,0,96,103,20,21,2,5,1,13819,19200
BS0006RK,2011,17,418,0,418,0.5,100,100,4,0,0,0,0,6,0,0,0,0,0,0,0,84,79,21,21,2,5,1,13819,19200
BS0006RL,2011,17,0,0,406,0,100,100,3.4,0,0,0,0,0,0,0,0,0,0,0,0,132,108,22,21,2,5,1,1474,1850
BS0006RL,2011,17,406,0,406,0.4,100,100,2.8,0,0,0,0,0,0,0,0,0,0,0,0,164,151,23,21,2,5,1,1474,1850
BS0006RL,2011,17,414,0.6,414,1.2,72,56,2.8,0,0,0,0,88,8,0,0,0,0,0,0,117,191,24,21,2,5,1,10140,19000
BS0006RL,2011,17,414,1.2,414,1.7,98,98,3.3,0,0,0,0,12,3,0,0,0,0,0,0,118,133,25,21,2,5,1,10318,19500
BS0006RL,2011,17,414,1.7,416,0,100,100,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,112,26,21,2,5,3,14328,19500
BS0006RL,2011,17,416,0,416,0.5,100,100,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,118,27,21,2,5,3,14328,19500
BS0006RL,2011,17,416,0.5,416,1,100,100,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,94,28,21,2,5,3,13827,18500
BS0006RL,2011,17,416,1,416,1.4,100,100,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,87,29,21,2,5,3,13827,18500
BS0006RR,2011,17,0,0,406,0,100,100,3.8,0,0,0,0,0,0,0,0,0,0,0,0,90,100,30,21,2,5,1,1474,1850
BS0006RR,2011,17,406,0,406,0.4,100,100,3.8,0,0,0,0,13,0,0,0,0,0,0,0,94,97,31,21,2,5,1,1474,1850
BS0006RR,2011,17,414,0.6,414,1.2,82,82,3.5,0,0,0,0,73,6,0,0,0,0,0,0,115,110,32,21,2,5,1,10140,19000
BS0006RR,2011,17,414,1.2,414,1.7,88,88,3.6,0,0,0,0,87,3,0,0,0,0,0,0,100,105,33,21,2,5,1,10318,19500
BS0006RR,2011,17,414,1.7,416,0,100,100,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,112,34,21,2,5,3,14328,19500
BS0006RR,2011,17,416,0,416,0.5,100,100,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,108,35,21,2,5,3,14328,19500
BS0006RR,2011,17,416,0.5,416,1,100,100,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,96,36,21,2,5,3,13827,18500
BS0006RR,2011,17,416,1,416,1.4,100,100,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,93,37,21,2,5,2,13827,18500
BS0006SK,2011,17,0,0,426,0,96,96,3.4,0,0,0,0,61,0,0,0,0,0,0,0,143,92,38,94,10,5,1,2207,3100
BS0006SK,2011,17,426,0,426,0.5,76,76,3.6,0,0,0,0,141,2,0,0,0,0,0,0,103,102,39,94,10,5,1,2207,3100
BS0006SK,2011,17,426,0.5,426,1,86,86,3.9,0,0,0,0,93,3,0,0,0,0,0,0,87,84,40,94,10,5,1,2207,3100
BS0006SK,2011,17,426,1,426,1.5,89,89,4,0,0,0,0,87,2,0,0,0,0,0,0,84,86,41,94,10,5,1,2403,5500
BS0006SK,2011,17,426,1.5,428,0,91,91,3.3,2,0,0,0,80,1,0,0,0,0,0,0,117,130,42,94,10,5,1,2403,5500
BS0006SK,2011,17,428,0,428,0.5,76,17,1.7,5,0,0,0,120,1,0,0,0,0,0,0,251,266,43,94,10,5,1,3873,9600
BS0006SK,2011,17,428,0.5,428,1,88,86,3.2,0,0,0,0,87,3,0,0,0,0,0,0,124,140,44,94,10,5,1,3873,9600
BS0006SK,2011,17,428,1,428,1.5,66,66,3.6,21,0,0,0,81,1,0,0,0,0,0,0,103,107,45,94,10,5,1,3873,9600
BS0006SK,2011,17,428,1.5,430,0,85,85,4,0,0,0,0,87,4,0,0,0,0,0,0,80,89,46,94,10,5,1,2594,4300
BS0006SK,2011,17,430,0,430,0.5,94,94,4,0,0,0,0,57,3,0,0,0,0,0,0,86,84,47,94,10,5,1,1392,2500
BS0006SK,2011,17,430,0.5,430,1,78,78,4,0,0,0,0,114,4,0,0,0,0,0,0,76,89,48,94,10,5,1,959,1600
BS0006SK,2011,17,430,1,430,1.5,76,76,3.9,0,0,0,0,126,4,0,0,0,0,0,0,78,97,49,94,10,5,1,959,1600
BS0006SK,2011,17,430,1.5,432,0,72,72,3.9,0,0,0,0,144,4,0,0,0,0,0,0,76,103,50,94,10,5,1,959,1600
BS0006SK,2011,17,432,0,432,0.2,0,0,0,0,0,0,0,45,1,0,0,NA,NA,NA,NA,0,0,51,94,10,5,1,959,1600
BS0006SL,2011,17,432,0.2,432,0.6,87,87,3.6,0,0,0,0,95,1,0,0,1,0,0,0,112,96,52,94,10,5,1,479,800
BS0006SR,2011,17,432,0.2,432,0.6,96,96,3.3,0,0,0,0,45,3,0,0,0,0,0,0,112,138,53,94,10,5,1,479,800
BS0021HK,2011,17,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,54,21,21,5,1,316,400
BS0021HK,2011,17,0,0.1,0,0.6,100,100,3.3,0,0,0,0,0,1,0,0,2,0,0,0,120,125,55,21,2,5,1,316,400
BS0021HK,2011,17,0,0.6,686,0,100,100,3.4,0,0,0,0,0,2,0,0,0,0,0,0,123,110,56,21,2,5,1,316,400
BS0021HK,2011,17,686,0,686,0.1,100,25,1.3,0,0,0,0,0,0,0,0,0,0,0,0,316,264,57,21,21,5,1,316,400
BS0036JK,2011,17,442,0,442,0.5,86,86,3.6,0,0,0,0,99,1,0,0,0,0,0,0,92,117,58,239,1,5,1,6179,5000
BS0036JK,2011,17,442,0.5,442,1,100,100,4,0,0,0,0,0,0,0,0,0,0,0,0,77,84,59,239,1,5,1,6179,5000
BS0036JK,2011,17,442,1,442,1.5,99,70,2.7,0,0,0,0,45,1,0,0,0,0,0,0,145,190,60,239,1,5,1,6551,8500
BS0036JK,2011,17,442,1.5,442,1.8,91,65,2.7,0,0,0,0,81,1,0,0,0,0,0,0,139,184,61,239,1,5,1,6551,8500
BS0036JK,2011,17,444,0.1,444,0.6,93,79,2.9,0,0,0,2,66,2,0,0,0,0,0,0,145,163,62,239,1,5,1,7613,11100
BS0036JK,2011,17,444,0.6,444,1.1,92,92,3.4,0,0,0,0,69,3,0,0,0,0,0,0,83,146,63,239,1,5,1,8982,14600
BS0036JK,2011,17,444,1.1,444,1.6,70,70,3.4,0,0,0,9,87,1,0,0,0,0,0,0,99,133,64,239,1,5,1,8982,14600
BS0036JK,2011,17,444,1.6,446,0,83,83,3.8,0,0,0,0,114,0,0,0,0,0,0,0,87,102,65,239,1,5,1,8982,14600
BS0036JL,2011,17,442,1.8,444,0,94,94,3.2,0,0,0,0,68,0,0,0,0,0,0,0,130,124,66,239,1,5,1,3275,4250
BS0036JL,2011,17,444,0,444,0.1,85,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,67,239,1,5,1,3177,4000
BS0036JR,2011,17,442,1.8,444,0,0,0,0,0,0,0,0,27,0,0,0,NA,NA,NA,NA,0,0,68,239,1,5,1,3275,4250
BS0036JR,2011,17,444,0,444,0.1,0,0,0,0,0,0,0,76,0,0,0,NA,NA,NA,NA,0,0,69,239,1,5,1,3177,4000
BU0084RK,2011,17,0,0,344,0,98,77,2.8,0,0,0,0,43,1,0,0,0,0,0,0,168,135,70,82,6,5,1,4098,3500
BU0084RK,2011,17,344,0,344,0.5,86,77,3,0,0,0,0,75,6,0,0,0,0,0,0,133,152,71,82,6,5,1,4098,3500
BU0084RK,2011,17,344,0.5,344,1,86,67,2.8,0,0,0,0,93,5,0,0,0,0,0,0,159,156,72,82,6,5,1,5529,5800
BU0084RK,2011,17,344,1,346,0,78,51,2.6,0,0,0,0,123,7,0,0,0,0,0,0,175,160,73,82,6,5,1,5529,5800
BU0084RK,2011,17,346,0,346,0.3,94,61,2.6,0,0,0,0,66,2,0,0,0,0,0,0,163,187,74,82,6,5,1,5966,4900
BU0290FK,2011,17,0,0,444,0,100,84,2.9,0,0,0,0,0,0,0,0,0,0,0,0,141,154,75,239,1,5,1,3005,6600
BU0290FK,2011,17,444,0,444,0.5,100,100,3.6,0,0,0,0,0,0,0,0,0,0,0,0,105,108,76,239,1,5,1,3005,6600
BU0290FK,2011,17,444,0.5,444,0.7,39,13,2,0,0,0,0,53,72,0,0,0,0,0,0,196,247,77,239,1,5,1,3005,6600
BU0290FK,2011,17,446,0,446,0.5,98,93,3.1,0,0,0,0,5,3,0,0,0,0,0,0,126,150,78,239,1,5,1,3021,10800
BU0290FK,2011,17,446,0.5,446,1,82,53,2.6,0,0,0,2,108,3,0,0,1,0,0,0,136,210,79,239,1,5,1,3021,10800
BU0290FK,2011,17,446,1,446,1.5,100,100,3.7,0,0,0,0,27,1,0,0,0,0,0,0,80,110,80,239,1,5,1,2313,6800
BU0290FK,2011,17,446,1.5,448,0,100,100,4,0,0,0,0,14,0,0,0,0,0,0,0,77,91,81,239,1,5,1,2313,6800
BU0290FK,2011,17,448,0,448,0.5,100,100,3.5,0,0,0,0,20,0,0,0,0,0,0,0,106,120,82,239,1,5,1,1764,3800
BU0290FK,2011,17,448,0.5,448,0.8,100,100,3.4,0,0,0,0,0,0,0,0,0,0,0,0,111,123,83,239,1,5,1,1764,3800
BU0290FL,2011,17,444,0.7,444,1.2,74,39,2.4,0,0,0,0,120,5,0,0,0,0,0,0,193,187,84,239,1,5,1,1502,3300
BU0290FL,2011,17,444,1.2,444,1.6,78,15,1.6,0,0,0,0,114,4,0,0,0,0,0,0,268,265,85,239,1,5,1,1629,4000
BU0290FR,2011,17,444,0.7,444,1.2,65,19,1.9,6,0,0,6,108,3,0,0,0,0,0,0,254,275,86,239,1,5,1,1502,3300
BU0290FR,2011,17,444,1.2,444,1.6,74,36,2.3,13,0,0,0,68,2,0,0,0,0,0,0,197,216,87,239,1,5,1,1629,4000
FM0002 K,2011,17,636,0,636,0.5,100,100,3,0,0,0,0,0,0,0,0,0,0,0,0,129,149,88,94,10,1,1,96,520
FM0002 K,2011,17,636,0.5,636,1,100,100,3.5,0,0,0,0,0,0,0,0,1,0,0,0,96,125,89,94,10,1,1,96,520
FM0002 K,2011,17,636,1,636,1.5,100,100,3.5,0,0,0,0,0,0,0,0,0,0,0,0,98,125,90,94,10,1,1,96,520
FM0002 K,2011,17,636,1.5,638,0,100,100,3.2,0,0,0,0,0,0,0,0,0,0,0,0,107,153,91,94,10,1,1,96,520
FM0002 K,2011,17,638,0,638,0.5,100,100,3,0,0,0,0,0,0,0,0,0,0,0,0,109,176,92,94,10,1,1,139,670
FM0002 K,2011,17,638,0.5,638,1,100,100,3.2,0,0,0,0,0,0,0,0,0,0,0,0,114,138,93,94,10,1,1,139,670
FM0002 K,2011,17,638,1,638,1.5,100,100,3.2,0,0,0,0,0,0,0,0,0,0,0,0,124,135,94,94,10,1,1,139,670
FM0002 K,2011,17,638,1.5,640,0,90,90,3.2,0,1,0,0,0,0,0,0,0,0,0,0,134,119,95,94,10,1,1,139,670
FM0002 K,2011,17,640,0,640,0.5,100,100,3.5,0,0,0,0,0,0,0,0,0,0,0,0,114,103,96,94,10,1,1,139,670
FM0002 K,2011,17,640,0.5,640,1,94,94,3.6,5,0,0,0,0,0,0,0,0,0,0,0,93,112,97,94,10,1,1,139,670
FM0002 K,2011,17,640,1,640,1.5,100,100,3,0,0,0,0,0,0,0,0,1,2,0,0,128,157,98,94,10,1,1,103,530
FM0002 K,2011,17,640,1.5,640,2,100,99,2.7,0,0,0,0,0,0,0,0,0,0,0,0,147,186,99,94,10,1,1,103,530
FM0002 K,2011,17,640,2,642,0,100,99,2.7,0,0,0,0,0,0,0,0,0,0,0,0,144,177,100,94,10,1,1,103,530
FM0003 K,2011,17,374,0,374,0.5,100,95,2.6,0,0,0,0,0,0,0,0,0,0,0,0,173,171,101,145,3,1,1,187,1050
FM0003 K,2011,17,374,0.5,374,1,100,78,2.3,0,0,0,0,0,0,0,0,0,0,0,0,184,197,102,145,3,1,1,187,1050
FM0003 K,2011,17,374,1,374,1.5,100,71,2.2,0,0,0,0,0,0,0,0,1,0,0,0,193,206,103,145,3,1,1,187,1050
FM0003 K,2011,17,374,1.5,376,0,100,90,2.5,0,0,0,0,0,0,0,0,1,0,0,0,170,195,104,145,3,1,1,187,1050
FM0003 K,2011,17,376,0,376,0.5,100,99,2.7,0,0,0,0,0,0,0,0,0,0,0,0,165,165,105,145,3,1,1,187,1050
FM0003 K,2011,17,376,0.5,376,1,100,100,3,0,0,0,0,0,0,0,0,0,0,0,0,133,150,106,145,3,1,1,187,1050
FM0003 K,2011,17,376,1,376,1.5,100,95,2.6,0,0,0,0,0,0,0,0,0,0,0,0,174,165,107,145,3,1,1,187,1050
FM0003 K,2011,17,376,1.5,378,0,100,100,2.8,0,0,0,0,0,0,0,0,0,0,0,0,164,155,108,145,3,1,1,187,1050
FM0003 K,2011,17,378,0,378,0.5,100,100,2.8,0,0,0,0,0,0,0,0,0,0,0,0,161,149,109,145,3,1,1,187,1050
FM0003 K,2011,17,378,0.5,378,1,100,100,2.9,0,0,0,0,0,0,0,0,0,0,0,0,162,139,110,145,3,1,1,187,1050
FM0003 K,2011,17,378,1,378,1.5,100,100,2.9,0,0,0,0,0,0,0,0,0,0,0,0,146,147,111,145,3,1,1,187,1050
FM0003 K,2011,17,378,1.5,380,0,100,100,3.6,0,0,0,0,0,0,0,0,0,0,0,0,97,107,112,145,3,1,1,152,770
FM0003 K,2011,17,380,0,380,0.5,100,100,3.4,0,0,0,0,0,0,0,0,0,0,0,0,110,118,113,145,3,1,1,152,770
FM0003 K,2011,17,380,0.5,380,1,100,100,3.1,0,0,0,0,0,0,0,0,0,0,0,0,149,123,114,145,3,1,1,152,770
FM0003 K,2011,17,380,1,380,1.5,100,100,3.3,0,0,0,0,0,0,0,0,0,0,0,0,130,114,115,145,3,1,1,152,770
FM0003 K,2011,17,380,1.5,382,0,100,100,3.5,0,0,0,0,0,0,0,0,1,0,0,0,117,102,116,145,3,1,1,152,770
FM0003 K,2011,17,382,0,382,0.5,100,100,2.8,0,0,0,0,0,0,0,0,2,0,0,0,157,168,117,145,3,1,1,152,770
FM0003 K,2011,17,382,0.5,382,1,100,100,2.8,2,0,0,0,0,0,0,0,1,0,0,0,143,171,118,145,3,1,1,152,770
FM0003 K,2011,17,382,1,382,1.5,100,98,2.7,2,0,0,0,0,0,0,0,2,0,0,0,152,169,119,145,3,1,1,152,770
FM0003 K,2011,17,382,1.5,384,0,100,98,2.7,0,0,0,0,0,0,0,0,4,1,0,0,144,182,120,145,3,1,1,152,770
FM0003 K,2011,17,384,0,384,0.5,99,99,3,0,0,0,0,0,0,0,0,6,2,0,0,126,148,121,145,3,1,1,152,770
FM0003 K,2011,17,384,0.5,384,1,100,100,3.1,0,0,0,0,2,0,0,0,1,0,0,0,112,159,122,145,3,1,1,183,1350
FM0003 K,2011,17,384,1,384,1.5,100,95,2.6,0,0,0,0,5,0,0,0,4,0,0,0,137,202,123,145,3,1,1,183,1350
FM0003 K,2011,17,384,1.5,386,0,100,100,2.8,0,0,0,0,0,0,0,0,1,0,0,0,152,156,124,145,3,1,1,183,1350
FM0003 K,2011,17,386,0,386,0.5,100,100,3.2,0,0,0,0,5,0,0,0,1,0,0,0,96,164,125,145,3,1,1,183,1350
FM0003 K,2011,17,386,0.5,386,1,100,100,3.1,0,0,0,0,0,0,0,0,1,0,0,0,118,150,126,145,3,1,1,183,1350
FM0003 K,2011,17,386,1,386,1.5,100,100,3.2,0,0,0,0,0,0,0,0,4,0,0,0,132,128,127,145,3,1,1,183,1350
FM0003 K,2011,17,386,1.5,388,0,72,72,3.1,20,0,0,0,3,0,0,0,5,1,0,0,120,147,128,145,3,1,1,183,1350
FM0003 K,2011,17,388,0,388,0.5,81,68,2.4,12,0,0,0,0,0,0,0,2,0,0,0,174,204,129,145,3,1,1,183,1350
FM0003 K,2011,17,388,0.5,388,1,74,74,3.3,18,0,0,0,0,0,0,0,2,0,0,0,97,151,130,145,3,1,1,183,1350
FM0003 K,2011,17,388,1,388,1.5,100,100,3.5,0,0,0,0,0,0,0,0,0,0,0,0,95,123,131,145,3,1,1,238,1900
FM0003 K,2011,17,388,1.5,390,0,85,85,3,9,0,0,0,0,0,0,0,0,0,0,0,130,158,132,145,3,1,1,238,1900
FM0003 K,2011,17,390,0,390,0.5,90,76,2.4,2,1,0,0,0,0,0,0,1,0,0,0,166,212,133,145,3,1,1,238,1900
FM0003 K,2011,17,390,0.5,390,1,100,100,2.8,0,0,0,0,6,0,0,0,1,0,0,0,137,177,134,145,3,1,1,238,1900
FM0003 K,2011,17,390,1,390,1.5,100,100,2.8,0,0,0,0,12,0,0,0,2,0,0,0,128,185,135,145,3,1,1,238,1900
FM0003 K,2011,17,390,1.5,392,0,100,78,2.3,0,0,0,0,0,0,0,0,1,0,0,0,176,209,136,145,3,1,1,238,1900
FM0003 K,2011,17,392,0,392,0.5,94,93,2.7,5,0,0,0,5,0,0,0,1,0,0,0,145,184,137,145,3,1,1,238,1900
FM0003 K,2011,17,392,0.5,392,1,54,42,2.3,0,3,0,0,0,0,0,0,2,1,0,0,172,228,138,145,3,1,1,238,1900
FM0003 K,2011,17,392,1,392,1.2,59,31,2.4,0,0,0,30,31,0,0,0,4,0,0,0,162,228,139,145,3,1,1,449,3900
FM0003 K,2011,17,392,1.2,393,0,56,36,2.6,0,0,0,45,24,0,0,0,0,0,0,0,158,188,140,145,3,1,1,449,3900
FM0027 K,2011,17,610,0,610,0.5,77,55,2.2,14,0,0,1,45,0,0,0,0,0,0,0,180,235,141,82,6,1,1,811,1450
FM0027 K,2011,17,610,0.5,610,1,100,78,2.3,0,0,0,0,8,0,0,0,0,0,0,0,197,203,142,82,6,1,1,811,1450
FM0027 K,2011,17,610,1,610,1.5,90,86,2.6,0,1,0,0,9,0,0,0,0,0,0,0,172,175,143,82,6,1,1,764,1800
FM0027 K,2011,17,610,1.5,612,0,83,21,1.8,6,1,0,0,5,0,0,0,1,0,0,0,226,269,144,82,6,1,1,2141,4200
FM0027 K,2011,17,612,0,612,0.5,100,78,2.8,0,0,0,0,0,0,0,0,0,0,0,0,129,180,145,82,6,1,1,2141,4200
FM0027 K,2011,17,612,0.5,612,1,100,84,2.9,0,0,0,0,0,0,0,0,2,0,0,0,143,149,146,82,6,1,1,1815,2600
FM0027 K,2011,17,612,1,612,1.5,97,63,2.6,0,0,0,0,0,0,0,0,8,1,0,0,176,171,147,82,6,1,1,1815,2600
FM0027 K,2011,17,612,1.5,614,0,99,97,3.2,0,0,0,0,0,0,0,0,6,0,0,0,113,149,148,82,6,1,1,1815,2600
FM0027 K,2011,17,614,0,614,0.5,69,69,3,0,2,0,0,2,0,0,0,2,0,0,0,134,157,149,82,6,1,1,1146,1800
FM0027 K,2011,17,614,0.5,614,1,100,99,2.7,0,0,0,0,3,0,0,0,1,0,0,0,153,181,150,82,6,1,1,1146,1800
FM0027 K,2011,17,614,1,614,1.5,100,100,2.9,0,0,0,0,5,0,0,0,3,0,0,0,143,144,151,82,6,1,1,1146,1800
FM0027 K,2011,17,614,1.5,616,0,100,95,2.6,0,0,0,0,0,0,0,0,2,0,0,0,168,180,152,82,6,1,1,1146,1800
FM0027 K,2011,17,616,0,616,0.5,100,65,2.1,0,0,0,0,0,0,0,0,2,0,0,0,229,203,153,82,6,1,1,1146,1800
FM0027 K,2011,17,616,0.5,616,1,96,74,2.3,0,0,0,0,0,0,0,0,10,0,0,0,180,206,154,82,6,1,1,1146,1800
FM0027 K,2011,17,616,1,616,1.5,99,77,2.3,0,0,0,0,8,0,0,0,5,1,0,0,190,194,155,82,6,1,1,1146,1800
FM0027 K,2011,17,616,1.5,618,0,82,78,2.6,11,0,0,0,5,0,0,0,5,2,0,0,171,183,156,82,6,1,1,1109,1750
FM0027 K,2011,17,618,0,618,0.5,100,98,2.7,2,0,0,0,6,0,0,0,2,1,0,0,157,176,157,82,6,1,1,1109,1750
FM0027 K,2011,17,618,0.5,618,1,91,91,3,5,0,0,3,3,0,0,0,0,0,0,0,161,129,158,82,6,1,1,1109,1750
FM0027 K,2011,17,618,1,618,1.5,100,100,3.3,0,0,0,0,5,0,0,0,0,0,0,0,115,123,159,82,6,1,1,1109,1750
FM0027 K,2011,17,618,1.5,620,0,100,59,2.5,2,0,0,1,0,0,0,1,0,0,0,0,166,206,160,82,6,1,1,2794,4700
FM0027 K,2011,17,620,0,620,0.5,87,33,2.1,8,0,0,0,3,0,0,1,4,0,0,0,203,225,161,82,6,1,1,2794,4700
FM0027 K,2011,17,620,0.5,620,1,100,78,2.8,0,0,0,0,5,0,0,2,2,0,0,0,160,159,162,82,6,1,1,2794,4700
FM0027 K,2011,17,620,1,620,1.5,73,43,2.5,12,1,0,0,0,0,0,1,0,0,0,0,183,185,163,82,6,1,1,2794,4700
FM0027 K,2011,17,620,1.5,622,0,100,65,2.6,2,0,0,0,3,0,0,0,1,0,0,0,177,164,164,82,6,1,1,2794,4700
FM0027 K,2011,17,622,0,622,0.5,85,55,2.6,9,0,0,0,8,0,0,0,0,0,0,0,182,171,165,82,6,1,1,2794,4700
FM0027 K,2011,17,622,0.5,622,1,80,68,2.9,12,0,0,0,6,0,0,0,5,0,0,0,128,175,166,82,6,1,1,2794,4700
FM0027 K,2011,17,622,1,622,1.5,74,35,2.3,18,0,0,0,4,0,0,0,4,1,0,0,180,209,167,82,6,1,1,2794,4700
FM0027 K,2011,17,622,1.5,624,0,100,90,3,0,0,0,0,0,0,0,1,0,0,0,0,126,153,168,82,6,1,1,2794,4700
FM0027 K,2011,17,624,0,624,0.5,85,50,2.5,9,0,0,0,6,0,0,0,0,0,0,0,163,206,169,82,6,1,1,2794,4700
FM0027 K,2011,17,624,0.5,624,1,94,67,2.7,5,0,0,0,5,0,0,0,0,0,0,0,154,176,170,82,6,1,1,2794,4700
FM0027 K,2011,17,624,1,624,1.5,98,89,3,3,0,0,0,8,0,0,1,3,1,0,0,119,165,171,82,6,1,1,2794,4700
FM0027 K,2011,17,624,1.5,626,0,94,79,2.9,5,0,0,0,11,0,0,1,2,0,0,0,134,169,172,82,6,1,1,2794,4700
FM0027 K,2011,17,626,0,626,0.5,98,98,3.3,3,0,0,0,8,0,0,1,0,0,0,0,123,123,173,82,6,1,1,2794,4700
FM0027 K,2011,17,626,0.5,626,1,83,70,2.9,5,1,0,0,3,0,0,1,8,1,0,0,158,139,174,82,6,1,1,2794,4700
