SIGNED_HIGHWAY_RDBD_ID,FISCAL_YEAR,RESPONSIBLE_DISTRICT,BEG_REF_MARKER_NBR,BEG_REF_MARKER_DISP,END_REF_MARKER_NBR,END_REF_MARKER_DISP,DISTRESS_SCORE,CONDITION_SCORE,RIDE_SCORE,ACP_PATCHING_PCT,ACP_FAILURE_QTY,ACP_BLOCK_CRACKING_PCT,ACP_ALLIGATOR_CRACKING_PCT,ACP_LONGITUDE_CRACKING_PCT,ACP_TRANSVERSE_CRACKING_QTY,ACP_RAVELING_CODE,ACP_FLUSHING_CODE,ACP_RUT_AUTO_SHALLOW_AVG_PCT,ACP_RUT_AUTO_DEEP_AVG_PCT,ACP_RUT_AUTO_SEVERE_AVG_PCT,ACP_RUT_AUTO_FAILURE_AVG_PCT,IRI_LEFT_SCORE,IRI_RIGHT_SCORE,secionID,COUNTY_NBR,RESPONSIBLE_MAINT_SECT_ID,PMIS_HIGHWAY_SYSTEM,PVMNT_TYPE_BROAD_CODE,CURRENT_18KIP_MEAS,AADT_CURRENT
BS0006RK,2010,17,416,1.5,418,0,66,66,3.8,0,0,0,3,150,5,0,0,0,0,0,0,90,95,20,21,2,5,1,16755,24000
BS0006RK,2010,17,418,0,418,0.5,93,93,3.7,0,0,0,4,23,1,0,0,0,0,0,0,104,99,21,21,2,5,1,16755,24000
BS0006RL,2010,17,0,0,406,0,100,100,3.1,0,0,0,0,0,0,0,0,2,0,0,0,142,133,22,21,2,5,1,1562,2050
BS0006RL,2010,17,406,0,406,0.4,100,100,2.8,0,0,0,0,9,0,0,0,0,0,0,0,165,142,23,21,2,5,1,1562,2050
BS0006RL,2010,17,414,0.6,414,1.2,88,69,2.8,0,0,0,1,73,4,0,0,0,0,0,0,160,153,24,21,2,5,1,11298,21000
BS0006RL,2010,17,414,1.2,414,1.7,100,100,3.4,0,0,0,0,21,2,0,0,0,0,0,0,117,119,25,21,2,5,1,11469,21500
BS0006RL,2010,17,414,1.7,416,0,100,100,3.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,103,99,26,21,2,5,3,15957,21500
BS0006RL,2010,17,416,0,416,0.5,100,100,3.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,109,113,27,21,2,5,3,15957,21500
BS0006RL,2010,17,416,0.5,416,1,100,100,3.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,111,105,28,21,2,5,3,15095,19500
BS0006RL,2010,17,416,1,416,1.4,100,100,3.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,108,98,29,21,2,5,3,15095,19500
BS0006RR,2010,17,0,0,406,0,100,100,3.8,0,0,0,0,0,0,0,0,0,0,0,0,96,94,30,21,2,5,1,1562,2050
BS0006RR,2010,17,406,0,406,0.4,100,100,3.8,0,0,0,0,11,0,3,0,0,0,0,0,98,91,31,21,2,5,1,1562,2050
BS0006RR,2010,17,414,0.6,414,1.2,84,84,3.5,0,0,0,2,73,5,0,0,0,0,0,0,117,104,32,21,2,5,1,11298,21000
BS0006RR,2010,17,414,1.2,414,1.7,96,96,3.7,0,0,0,0,60,2,0,0,0,0,0,0,103,101,33,21,2,5,1,11469,21500
BS0006RR,2010,17,414,1.7,416,0,100,100,3.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,107,103,34,21,2,5,3,15957,21500
BS0006RR,2010,17,416,0,416,0.5,100,100,3.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,113,111,35,21,2,5,3,15957,21500
BS0006RR,2010,17,416,0.5,416,1,100,100,3.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,99,86,36,21,2,5,3,15095,19500
BS0006RR,2010,17,416,1,416,1.4,100,100,3.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,94,90,37,21,2,5,3,15095,19500
BS0006SK,2010,17,0,0,426,0,99,99,3.5,0,0,0,0,34,2,0,0,0,0,0,0,130,90,38,94,10,5,1,1573,3100
BS0006SK,2010,17,426,0,426,0.5,70,70,3.6,0,0,0,0,165,3,0,0,1,0,0,0,109,102,39,94,10,5,1,1573,3100
BS0006SK,2010,17,426,0.5,426,1,88,88,3.8,0,0,0,0,87,3,0,0,0,0,0,0,95,88,40,94,10,5,1,1573,3100
BS0006SK,2010,17,426,1,426,1.5,96,96,3.9,0,0,0,0,60,2,0,0,0,0,0,0,89,89,41,94,10,5,1,2006,5500
BS0006SK,2010,17,426,1.5,428,0,79,79,3.3,0,0,0,4,85,4,0,0,0,0,0,0,121,120,42,94,10,5,1,2006,5500
BS0006SK,2010,17,428,0,428,0.5,66,15,1.7,9,0,0,3,105,4,0,0,0,0,0,0,263,279,43,94,10,5,1,2450,8000
BS0006SK,2010,17,428,0.5,428,1,88,79,3,0,0,0,2,90,2,0,0,0,0,0,0,134,153,44,94,10,5,1,2521,6000
BS0006SK,2010,17,428,1,428,1.5,62,55,3,20,0,0,3,87,3,0,0,0,0,0,0,152,151,45,94,10,5,1,2521,6000
BS0006SK,2010,17,428,1.5,430,0,80,80,3.9,0,0,0,1,108,4,0,0,0,0,0,0,85,93,46,94,10,5,1,1915,5000
BS0006SK,2010,17,430,0,430,0.5,94,94,3.9,0,0,0,0,60,3,0,0,0,0,0,0,87,91,47,94,10,5,1,1537,2700
BS0006SK,2010,17,430,0.5,430,1,76,76,4,0,0,0,0,126,4,0,0,0,0,0,0,82,89,48,94,10,5,1,954,1950
BS0006SK,2010,17,430,1,430,1.5,75,75,4,0,0,0,0,141,3,0,0,0,0,0,0,77,92,49,94,10,5,1,954,1950
BS0006SK,2010,17,430,1.5,432,0,78,78,3.8,0,0,0,0,126,3,0,0,0,0,0,0,90,100,50,94,10,5,1,954,1950
BS0006SK,2010,17,432,0,432,0.2,0,0,0,0,0,0,0,170,2,0,0,NA,NA,NA,NA,0,0,51,94,10,5,1,954,1950
BS0006SL,2010,17,432,0.2,432,0.6,100,100,3.3,0,0,0,0,0,0,0,0,2,0,0,0,132,121,52,94,10,5,1,477,975
BS0006SR,2010,17,432,0.2,432,0.6,100,100,3.4,0,0,0,0,0,0,0,0,0,0,0,0,119,114,53,94,10,5,1,477,975
BS0021HK,2010,17,0,0,0,0.1,100,71,2.2,0,0,0,0,0,0,0,0,0,0,0,0,209,189,54,21,21,5,1,511,540
BS0021HK,2010,17,0,0.1,0,0.6,98,98,3.6,0,0,0,0,6,3,0,0,0,0,0,0,107,106,55,21,2,5,1,511,540
BS0021HK,2010,17,0,0.6,686,0,95,95,3.4,0,0,0,0,11,4,0,0,0,0,0,0,121,117,56,21,2,5,1,511,540
BS0021HK,2010,17,686,0,686,0.1,100,95,2.6,0,0,0,0,0,0,0,0,0,0,0,0,167,179,57,21,21,5,1,511,540
BS0036JK,2010,17,442,0,442,0.5,72,72,3.7,0,0,0,4,135,1,0,0,0,0,0,0,88,109,58,239,1,5,1,6505,5900
BS0036JK,2010,17,442,0.5,442,1,85,85,3.5,8,0,0,0,54,1,0,0,0,0,0,0,113,105,59,239,1,5,1,6505,5900
BS0036JK,2010,17,442,1,442,1.5,96,75,2.8,0,0,0,0,60,1,0,0,0,0,0,0,138,179,60,239,1,5,1,9542,9000
BS0036JK,2010,17,442,1.5,442,1.8,76,54,2.7,0,0,0,0,141,2,0,0,0,0,0,0,129,203,61,239,1,5,1,7996,9000
BS0036JK,2010,17,444,0.1,444,0.6,96,68,2.7,2,0,0,0,57,2,0,0,0,0,0,0,167,175,62,239,1,5,1,8382,9900
BS0036JK,2010,17,444,0.6,444,1.1,91,89,3.2,0,0,0,0,75,3,0,0,0,0,0,0,101,155,63,239,1,5,1,10979,15400
BS0036JK,2010,17,444,1.1,444,1.6,83,83,3.7,0,0,0,0,111,1,0,0,0,0,0,0,89,114,64,239,1,5,1,10979,15400
BS0036JK,2010,17,444,1.6,446,0,75,71,3.1,0,0,0,6,98,0,0,0,0,0,0,0,143,132,65,239,1,5,1,10979,15400
BS0036JL,2010,17,442,1.8,444,0,81,81,3.1,0,0,0,6,68,1,0,0,0,0,0,0,140,136,66,239,1,5,1,3998,4500
BS0036JL,2010,17,444,0,444,0.1,96,0,0,0,0,0,0,61,1,0,0,0,0,0,0,0,0,67,239,1,5,1,4090,4500
BS0036JR,2010,17,442,1.8,444,0,84,84,3.1,0,0,0,6,49,1,0,0,0,0,0,0,153,131,68,239,1,5,1,3998,4500
BS0036JR,2010,17,444,0,444,0.1,0,0,0,0,0,0,0,91,0,0,0,NA,NA,NA,NA,0,0,69,239,1,5,1,4090,4500
BU0084RK,2010,17,0,0,344,0,100,95,3.1,0,0,0,0,20,1,0,0,0,0,0,0,127,146,70,82,6,5,1,4536,3100
BU0084RK,2010,17,344,0,344,0.5,88,87,3.2,0,0,0,0,90,4,0,0,0,0,0,0,130,130,71,82,6,5,1,4536,3100
BU0084RK,2010,17,344,0.5,344,1,86,78,3,0,0,0,0,105,4,0,0,0,0,0,0,162,126,72,82,6,5,1,5905,5100
BU0084RK,2010,17,344,1,346,0,87,62,2.7,0,0,0,0,100,4,0,0,0,0,0,0,181,143,73,82,6,5,1,5905,5100
BU0084RK,2010,17,346,0,346,0.3,92,92,3.4,0,0,0,0,76,1,0,0,0,0,0,0,135,104,74,82,6,5,1,6515,4400
BU0290FK,2010,17,0,0,444,0,100,84,2.9,0,0,0,0,0,0,0,0,1,0,0,0,144,158,75,239,1,5,1,2407,7200
BU0290FK,2010,17,444,0,444,0.5,100,100,3.6,0,0,0,0,0,0,0,0,0,0,0,0,101,105,76,239,1,5,1,2407,7200
BU0290FK,2010,17,444,0.5,444,0.7,100,33,2,0,0,0,0,23,2,0,0,0,0,0,0,194,249,77,239,1,5,1,2407,7200
BU0290FK,2010,17,446,0,446,0.5,89,85,3.1,0,0,0,0,81,3,0,0,0,0,0,0,118,145,78,239,1,5,1,4012,11000
BU0290FK,2010,17,446,0.5,446,1,78,50,2.6,0,0,0,0,117,4,0,0,3,0,0,0,151,192,79,239,1,5,1,4012,11000
BU0290FK,2010,17,446,1,446,1.5,93,93,3.6,0,0,0,2,69,1,0,0,1,0,0,0,96,116,80,239,1,5,1,3244,7500
BU0290FK,2010,17,446,1.5,448,0,94,94,3.9,0,0,0,2,66,0,0,0,0,0,0,0,77,96,81,239,1,5,1,3244,7500
BU0290FK,2010,17,448,0,448,0.5,98,98,4,0,0,0,0,48,0,0,0,0,0,0,0,76,92,82,239,1,5,1,1714,2900
BU0290FK,2010,17,448,0.5,448,0.8,100,100,3.5,0,0,0,0,30,0,0,0,0,0,0,0,108,111,83,239,1,5,1,1714,2900
BU0290FL,2010,17,444,0.7,444,1.2,68,33,2.3,0,0,0,0,135,6,0,0,0,0,0,0,190,196,84,239,1,5,1,1203,3600
BU0290FL,2010,17,444,1.2,444,1.6,91,14,1.5,0,0,0,0,80,1,0,0,0,0,0,0,261,288,85,239,1,5,1,1289,4100
BU0290FR,2010,17,444,0.7,444,1.2,78,51,2.6,2,0,0,0,126,3,0,0,0,0,0,0,174,170,86,239,1,5,1,1203,3600
BU0290FR,2010,17,444,1.2,444,1.6,83,13,1.5,0,0,0,0,114,1,0,0,0,0,0,0,284,255,87,239,1,5,1,1289,4100
FM0002 K,2010,17,636,0,636,0.5,100,100,2.8,0,0,0,1,3,0,0,0,1,0,0,0,142,162,88,94,10,1,1,163,580
FM0002 K,2010,17,636,0.5,636,1,100,100,3.5,0,0,0,0,0,0,0,0,0,0,0,0,89,127,89,94,10,1,1,163,580
FM0002 K,2010,17,636,1,636,1.5,100,100,3.4,0,0,0,0,0,0,0,0,1,0,0,0,106,132,90,94,10,1,1,163,580
FM0002 K,2010,17,636,1.5,638,0,100,100,3.1,0,0,0,0,2,0,0,0,2,0,0,0,109,156,91,94,10,1,1,160,560
FM0002 K,2010,17,638,0,638,0.5,100,100,3,0,0,0,0,3,0,0,0,1,0,0,0,108,171,92,94,10,1,1,196,810
FM0002 K,2010,17,638,0.5,638,1,100,100,3.2,0,0,0,0,2,0,0,0,1,0,0,0,118,137,93,94,10,1,1,196,810
FM0002 K,2010,17,638,1,638,1.5,100,100,3.2,0,0,0,0,2,0,0,0,0,0,0,0,116,139,94,94,10,1,1,196,810
FM0002 K,2010,17,638,1.5,640,0,100,100,3,0,0,0,0,6,0,0,0,0,0,0,0,156,123,95,94,10,1,1,196,810
FM0002 K,2010,17,640,0,640,0.5,100,100,3.5,0,0,0,0,2,0,0,1,0,0,0,0,120,97,96,94,10,1,1,196,810
FM0002 K,2010,17,640,0.5,640,1,94,94,3.6,5,0,0,0,0,0,0,0,0,0,0,0,91,118,97,94,10,1,1,196,810
FM0002 K,2010,17,640,1,640,1.5,100,100,3.2,0,0,0,0,0,0,0,0,2,2,1,0,121,143,98,94,10,1,1,178,670
FM0002 K,2010,17,640,1.5,640,2,100,95,2.6,0,0,0,0,6,0,0,0,0,0,0,0,157,184,99,94,10,1,1,178,670
FM0002 K,2010,17,640,2,642,0,100,90,2.5,0,0,0,0,0,0,0,0,0,0,0,0,152,201,100,94,10,1,1,178,670
FM0003 K,2010,17,374,0,374,0.5,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,235,300,101,145,3,1,1,325,1250
FM0003 K,2010,17,374,0.5,374,1,0,0,2.7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,135,201,102,145,3,1,1,325,1250
FM0003 K,2010,17,374,1,374,1.5,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,190,284,103,145,3,1,1,325,1250
FM0003 K,2010,17,374,1.5,376,0,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,167,199,104,145,3,1,1,325,1250
FM0003 K,2010,17,376,0,376,0.5,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,168,197,105,145,3,1,1,325,1250
FM0003 K,2010,17,376,0.5,376,1,0,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,170,224,106,145,3,1,1,325,1250
FM0003 K,2010,17,376,1,376,1.5,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,231,285,107,145,3,1,1,325,1250
FM0003 K,2010,17,376,1.5,378,0,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,223,255,108,145,3,1,1,325,1250
FM0003 K,2010,17,378,0,378,0.5,0,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,173,205,109,145,3,1,1,325,1250
FM0003 K,2010,17,378,0.5,378,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,201,240,110,145,3,1,1,325,1250
FM0003 K,2010,17,378,1,378,1.5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,0,212,233,111,145,3,1,1,325,1250
FM0003 K,2010,17,378,1.5,380,0,0,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,4,3,0,0,184,187,112,145,3,1,1,272,970
FM0003 K,2010,17,380,0,380,0.5,0,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,142,172,113,145,3,1,1,272,970
FM0003 K,2010,17,380,0.5,380,1,0,0,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,107,164,114,145,3,1,1,272,970
FM0003 K,2010,17,380,1,380,1.5,0,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,129,164,115,145,3,1,1,272,970
FM0003 K,2010,17,380,1.5,382,0,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,143,213,116,145,3,1,1,272,970
FM0003 K,2010,17,382,0,382,0.5,0,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,136,171,117,145,3,1,1,272,970
FM0003 K,2010,17,382,0.5,382,1,0,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,122,181,118,145,3,1,1,272,970
FM0003 K,2010,17,382,1,382,1.5,0,0,2.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,145,185,119,145,3,1,1,272,970
FM0003 K,2010,17,382,1.5,384,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,139,147,120,145,3,1,1,272,970
FM0003 K,2010,17,384,0,384,0.5,100,99,2.7,0,0,0,0,0,0,0,0,2,0,0,0,149,177,121,145,3,1,1,272,970
FM0003 K,2010,17,384,0.5,384,1,100,100,3,0,0,0,0,0,0,0,0,1,0,0,0,117,168,122,145,3,1,1,303,1550
FM0003 K,2010,17,384,1,384,1.5,100,95,2.6,0,0,0,0,0,0,0,0,3,0,0,0,148,188,123,145,3,1,1,303,1550
FM0003 K,2010,17,384,1.5,386,0,100,100,2.9,0,0,0,0,0,0,0,0,1,0,0,0,133,158,124,145,3,1,1,303,1550
FM0003 K,2010,17,386,0,386,0.5,100,99,2.7,0,0,0,0,0,0,0,0,0,0,0,0,137,186,125,145,3,1,1,303,1550
FM0003 K,2010,17,386,0.5,386,1,100,100,2.8,0,0,0,0,0,0,0,0,0,0,0,0,136,176,126,145,3,1,1,303,1550
FM0003 K,2010,17,386,1,386,1.5,100,100,3.2,0,0,0,0,0,0,0,0,1,0,0,0,126,137,127,145,3,1,1,303,1550
FM0003 K,2010,17,386,1.5,388,0,71,70,2.7,23,0,0,0,0,0,0,0,2,1,0,0,134,193,128,145,3,1,1,303,1550
FM0003 K,2010,17,388,0,388,0.5,74,67,2.5,18,0,0,0,0,0,0,0,0,0,0,0,166,194,129,145,3,1,1,303,1550
FM0003 K,2010,17,388,0.5,388,1,73,73,3.1,20,0,0,0,0,0,0,0,0,0,0,0,130,139,130,145,3,1,1,303,1550
FM0003 K,2010,17,388,1,388,1.5,71,64,2.5,24,0,0,0,0,0,0,0,2,0,0,0,163,192,131,145,3,1,1,346,1850
FM0003 K,2010,17,388,1.5,390,0,68,68,3.1,30,0,0,0,0,0,0,0,0,0,0,0,128,147,132,145,3,1,1,346,1850
FM0003 K,2010,17,390,0,390,0.5,85,66,2.3,9,0,0,0,0,0,0,0,0,0,0,0,184,212,133,145,3,1,1,346,1850
FM0003 K,2010,17,390,0.5,390,1,99,94,2.6,0,0,0,2,6,0,0,0,0,0,0,0,158,185,134,145,3,1,1,346,1850
FM0003 K,2010,17,390,1,390,1.5,100,100,3,0,0,0,0,9,0,0,0,0,0,0,0,122,166,135,145,3,1,1,346,1850
FM0003 K,2010,17,390,1.5,392,0,100,100,2.9,0,0,0,0,2,0,0,0,1,0,0,0,155,153,136,145,3,1,1,346,1850
FM0003 K,2010,17,392,0,392,0.5,69,68,2.7,0,0,0,15,15,0,0,0,1,0,0,0,124,198,137,145,3,1,1,346,1850
FM0003 K,2010,17,392,0.5,392,1,100,100,2.9,0,0,0,0,0,0,0,0,3,0,0,0,116,187,138,145,3,1,1,346,1850
FM0003 K,2010,17,392,1,392,1.2,82,58,2.2,0,0,0,6,15,0,0,0,11,2,0,0,169,260,139,145,3,1,1,511,3000
FM0003 K,2010,17,392,1.2,393,0,98,98,2.9,0,0,0,2,11,1,0,0,5,0,0,0,141,155,140,145,3,1,1,511,3000
FM0027 K,2010,17,610,0,610,0.5,87,41,1.8,6,0,0,0,57,0,0,0,6,3,0,0,212,270,141,82,6,1,1,679,1200
FM0027 K,2010,17,610,0.5,610,1,100,77,2.3,0,0,0,1,29,0,0,0,3,1,0,0,193,205,142,82,6,1,1,688,1150
FM0027 K,2010,17,610,1,610,1.5,60,42,2.2,42,0,0,3,60,0,0,0,1,0,0,0,214,196,143,82,6,1,1,747,1750
FM0027 K,2010,17,610,1.5,612,0,100,34,2,0,0,0,0,0,0,0,0,1,0,0,0,212,250,144,82,6,1,1,1648,3500
FM0027 K,2010,17,612,0,612,0.5,100,71,2.7,0,0,0,0,0,0,0,0,1,0,0,0,141,185,145,82,6,1,1,1648,3500
FM0027 K,2010,17,612,0.5,612,1,97,97,3,0,0,0,0,6,0,0,0,8,0,0,0,139,140,146,82,6,1,1,1347,2200
FM0027 K,2010,17,612,1,612,1.5,93,89,2.6,0,0,0,0,3,0,0,0,13,2,0,0,171,172,147,82,6,1,1,1347,2200
FM0027 K,2010,17,612,1.5,614,0,76,76,3,0,1,0,0,0,0,0,0,27,4,0,0,135,145,148,82,6,1,1,1347,2200
FM0027 K,2010,17,614,0,614,0.5,0,0,2.7,NA,NA,NA,NA,NA,NA,NA,NA,12,5,1,0,157,170,149,82,6,1,1,739,1350
FM0027 K,2010,17,614,0.5,614,1,86,61,2.2,8,0,0,0,15,1,0,0,7,1,0,0,205,213,150,82,6,1,1,739,1350
FM0027 K,2010,17,614,1,614,1.5,100,100,3,0,0,0,0,5,0,0,0,4,0,0,0,143,135,151,82,6,1,1,739,1350
FM0027 K,2010,17,614,1.5,616,0,100,95,2.6,0,0,0,0,3,0,0,0,2,0,0,0,186,165,152,82,6,1,1,739,1350
FM0027 K,2010,17,616,0,616,0.5,82,53,2.1,11,0,0,0,3,0,0,0,3,1,0,0,227,203,153,82,6,1,1,739,1350
FM0027 K,2010,17,616,0.5,616,1,92,65,2.2,0,0,0,0,6,0,0,0,14,3,0,0,189,212,154,82,6,1,1,739,1350
FM0027 K,2010,17,616,1,616,1.5,100,84,2.4,0,0,0,0,33,0,0,0,3,0,0,0,185,184,155,82,6,1,1,739,1350
FM0027 K,2010,17,616,1.5,618,0,100,95,2.6,0,0,0,0,6,0,0,0,4,2,0,0,159,187,156,82,6,1,1,739,1350
FM0027 K,2010,17,618,0,618,0.5,100,100,2.9,0,0,0,0,2,0,0,1,2,1,0,0,151,145,157,82,6,1,1,739,1350
FM0027 K,2010,17,618,0.5,618,1,100,100,3,0,0,0,0,6,0,0,0,0,0,0,0,149,142,158,82,6,1,1,739,1350
FM0027 K,2010,17,618,1,618,1.5,100,100,3.4,0,0,0,0,8,0,0,0,0,0,0,0,112,118,159,82,6,1,1,739,1350
FM0027 K,2010,17,618,1.5,620,0,44,26,2.5,0,4,0,0,0,0,0,0,2,0,0,0,165,206,160,82,6,1,1,2220,4300
FM0027 K,2010,17,620,0,620,0.5,99,37,2.1,0,0,0,0,3,0,0,0,6,1,0,0,201,227,161,82,6,1,1,2220,4300
FM0027 K,2010,17,620,0.5,620,1,100,71,2.7,0,0,0,0,5,0,0,0,3,1,0,0,166,168,162,82,6,1,1,2220,4300
FM0027 K,2010,17,620,1,620,1.5,89,52,2.5,3,1,0,0,5,0,0,0,2,2,1,0,180,182,163,82,6,1,1,2220,4300
FM0027 K,2010,17,620,1.5,622,0,100,65,2.6,2,0,0,0,5,0,0,0,2,1,0,0,173,173,164,82,6,1,1,2220,4300
FM0027 K,2010,17,622,0,622,0.5,91,59,2.6,6,0,0,0,8,0,0,1,5,0,0,0,179,177,165,82,6,1,1,2220,4300
FM0027 K,2010,17,622,0.5,622,1,100,78,2.8,0,0,0,0,6,0,0,0,2,0,0,0,136,178,166,82,6,1,1,2220,4300
FM0027 K,2010,17,622,1,622,1.5,98,58,2.5,1,0,0,0,12,0,0,0,7,3,0,0,169,187,167,82,6,1,1,2220,4300
FM0027 K,2010,17,622,1.5,624,0,100,90,3,0,0,0,0,8,0,0,0,0,0,0,0,125,160,168,82,6,1,1,2220,4300
FM0027 K,2010,17,624,0,624,0.5,85,66,2.8,9,0,0,0,6,0,0,0,0,0,0,0,148,171,169,82,6,1,1,2220,4300
FM0027 K,2010,17,624,0.5,624,1,94,61,2.6,5,0,0,0,3,0,0,0,1,0,0,0,154,189,170,82,6,1,1,2220,4300
FM0027 K,2010,17,624,1,624,1.5,99,95,3.1,2,0,0,0,0,0,0,1,4,0,0,0,131,140,171,82,6,1,1,2220,4300
FM0027 K,2010,17,624,1.5,626,0,100,84,2.9,2,0,0,0,2,0,0,0,1,0,0,0,134,168,172,82,6,1,1,2220,4300
FM0027 K,2010,17,626,0,626,0.5,98,97,3.2,3,0,0,0,0,0,0,0,0,0,0,0,132,130,173,82,6,1,1,2220,4300
